zone,state,city,name,type,time_needed_to_visit_in_hrs,google_review_rating,entrance_fee_in_inr,airport_with_50km_radius,weekly_off,significance,dslr_allowed,number_of_google_review_in_lakhs,best_time_to_visit,time_needed_hrs,duration_bucket,entrance_fee,budget_bucket,sentiment_score,review_count,sample_reviews
Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,2.0,Short,20,Low,0.497,3,"hairy scary stayed location times generally satisfied visit discovered bed linens not changed, bed a... || splendid hotel great location stayed seven bridges short trip amsterdam absolutely loved experience,..."
Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,1.0,3.8,20,Yes,,Recreational,Yes,0.03,All,1.0,Short,20,Low,0.5039,10,"perfect location room stayed hotel teens younger child originally booked studio king extra rollaway,... || good quiet hotel stayed 2 nights precruise got hotel priceline, hotel away hubbub things did not min..."
Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1.0,4.3,10,Yes,,Cultural,Yes,0.065,All,1.0,Short,10,Low,0.9627,9,"good hotel scenic location prepared walk just read review says straddle sink use toilet, tall flexib... || best place stay san francisco great place stay san francisco, location convenient, right near bus ca..."
Eastern,Sikkim,Gangtok,Nathula Pass,Hill,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,2.0,Short,20,Low,0.9677,10,"hotel great things, location close major tube stop making easy, quiet street sound-proof, staff poli... || good time just returned 12 days park shore wife thought terrific, stayed room 415 little smaller exp..."
Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1.0,4.6,20,No,,Religious,No,0.015,Morning,1.0,Short,20,Low,0.8523,7,"loved hotel fantastic entertainment stayed serenis cocotal 18th august 1st september, family 5 inclu... || comfortable rooms loved design corner/room new surprise inclusive entry garden lounge, nice view bal..."
Eastern,Sikkim,Namchi,Char Dham,Religious Complex,2.0,4.7,50,Yes,,Religious,No,0.12,All,2.0,Short,50,Low,0.2525,10,"extremely late review, wife stayed weekend, just felt warn problem big problem encountered, hotel ni... || hated experience horrible reservation triple room double room got told rooms floor no elevator no he..."
Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1.0,4.6,10,Yes,,Religious,No,0.035,Morning,1.0,Short,10,Low,0.7371,8,"loved bavaro just returned ib bavaro days ago stayed 9/30-10/7 wife celebrated 20th anniversary, sec... || good little hotel price helpful staff decent room bathroom close, breakfast fine included fresh frui..."
Eastern,Sikkim,Ravangla,Buddha Park,Park,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,1.0,Short,50,Low,0.6342,4,"highlight venice, wife honeymoon spent 3 weeks touring italy, matteo hotel subject stories, stayed 4... || terrible customer service hotel nice location good service terrible, breakfast buffet horrible excep..."
Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.075,All,1.0,Short,0,Free,0.8576,7,"excellent choice room mate alicia modern smaller hotel nicely renovated 100 year old bulding, ceilin... || not quite expected cruise travel agent booked hotel nights prior cruise, wanted san juan sightseeing..."
Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,2.0,4.5,0,Yes,,Nature,Yes,0.15,Morning,2.0,Short,0,Free,0.8865,5,"nice hotel phoenix spent nights son han gymnastics meet, people came contact desk awesome, asked upg... || highly recommended, stayed hotel nights say highlight trip japan, view window breathtaking- worth pe..."
North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,2.0,4.6,0,Yes,,Religious,No,0.21,All,2.0,Short,0,Free,0.3566,4,"horrible experience beware, beware, reservation hotel trip italy oct 2004. cancelled reservation day... || watch room charges stayed weekend sci-fi convention, floor room opposite end hallway, people smoking..."
North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,3.0,4.5,650,No,,Wildlife,No,0.068,Morning,3.0,Short,650,High,0.9803,8,"paris florence just returned excellent 8 day stay hotel.the staff exceptionally helpful friendly mak... || wow, clift come, not cift 6 months, saturday night wow service blew away, smiles, single staff perso..."
North Eastern,Assam,Guwahati,Umananda Island,Island,1.0,4.1,0,Yes,,Nature,Yes,0.01,Morning,1.0,Short,0,Free,0.9766,4,"great stay dec. 26 2008 january 2 2009on arrival advised room ready 3 pm, went buffet followed walk ... || great location wife stayed chancellor feb 11 feb 15 loved, corner room think little larger nice view..."
North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1.0,4.7,0,No,,Historical,Yes,0.065,All,1.0,Short,0,Free,0.886,9,"great location husband stayed end honeymoon, stayed 3 hotels thailand arrived hong kong, arranged ho... || a++++ highly recommend working corporate america company partners club quarters, basically employees..."
North Eastern,Assam,Majuli,Majuli Island,River Island,2.0,4.7,0,No,,Cultural,Yes,0.01,Morning,2.0,Short,0,Free,0.589,5,"nice place heart entertainment disctrict just got night weekend stay residence inn downtown/entertai... || hotel staff really know, went punta cana year ago best time life, room food service shows profession..."
North Eastern,Assam,Manas,Manas National Park,National Park,3.0,4.6,500,No,,Wildlife,Yes,0.19,Morning,3.0,Short,500,Low,0.7822,8,"understanding family trip just recently stayed family young daughters london bridge hotel hotel desp... || good hotel enjoyed stay, hotel just perfect.very close leidse plein museums, rooms clean staff reall..."
North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,1.0,4.5,0,No,,Religious,Yes,0.9,All,1.0,Short,0,Free,0.888,5,"fantastic wonderful stay, staff really friendly literally n't, location brilliant close main attract... || poor bathroom no major issues hotel major problem room lack, layout cubicles shower wc sink room und..."
North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,2.0,4.4,500,Yes,,Wildlife,Yes,0.037,All,2.0,Short,500,Low,0.8492,7,"not expected read rave reviews place disappointed got superior double room, best rooms bad luck assi... || honeymoon heaven went bali fab 2 night stay singapore loved did n't actually want leave, stayed hote..."
North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,2.0,4.7,0,No,,Religious,No,0.032,Morning,2.0,Short,0,Free,0.9589,5,"langlois revisited just returned girlie weekend sister friend paris booked langlois, time suite real... || pleasantly surprised, stayed harbourville 4 nights end july start 4 wks singapore malaysia.after rea..."
North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,1.5,Short,10,Low,0.945,9,"wonderful marriott great vacation location nicest staff encountered years staying marriott hotels, s... || progress hooo boy, worried read reviews, bought cancellation waiver thinking using went ahead, vincc..."
North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,1.0,Short,0,Free,0.5822,10,desk staff ruin holiday mood date stay reserved 2 rooms month ago gave room checking none hotel staf... || inexpensive resort/ poor food/ average accomodations stayed ifa village may5-may12 inexpensive relax...
North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,1.5,Short,20,Low,0.6631,4,"great price wife stayed hotel 12 days correct cleaned suite a/c swimming pool great, parking place c... || mixed experience rented rooms overnight stay elderly mother, room quite spacious small oddly shaped,..."
Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,1.5,Short,0,Free,0.5335,7,"absolutely best hotel ask, just week lovely resort, reading positive reviews quite confident nice su... || room view spent days beautiful hotel following tripadvisor recommendations june 2005. gem, highly re..."
North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,3.0,4.7,0,No,,Trekking,Yes,0.01,Afternoon,3.0,Short,0,Free,0.9521,7,"treated like royalty treated like royalty, quite possibly finest hotel i__Ç_ée experienced, treatme... || loved staff visited resort girlfriends celebrate 50th birthday impressed staff franklin francesco fu..."
Southern,Puducherry,Puducherry,Promenade Beach,Beach,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,1.0,Short,0,Free,0.7592,7,"honeymoon argonaut husband stayed argonaut 2 separate times honeymoon san francisco napa valley, nig... || return trip city inn excellent stayed city inn june 2006 read review scroll, chose recommendations c..."
Southern,Puducherry,Auroville,Auroville,Township,2.0,4.1,0,Yes,,Cultural,Yes,0.035,All,2.0,Short,0,Free,0.6458,5,"maybe 5 star service knocks stars overall nice hotel, not 5 star food better average carribean desti... || great stayed twice stay times year bussiness, stay nights time, trip stayed twin room ensuite, room ..."
Southern,Puducherry,Puducherry,Paradise Beach,Beach,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,1.0,Short,200,Low,0.9792,7,"good hotel just ireland weekend break london, lot research net booked london bridge based current pa... || great stay gran hotel havana just 4 days gran hotel havana wife 1 sons 10 16, adjoining rooms 3rd fl..."
Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,1.5,Short,30,Low,0.8991,6,"no service smile just got disappointment, food selection quality best average diner states, nothing ... || privilege hotel privilege great hotel, wonderful location river arno walking distance historic city,..."
Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,1.0,4.8,0,No,,Nature,Yes,0.09,Morning,1.0,Short,0,Free,0.8646,7,"n't make mistake, online reservation price charged hotel not, charged 16.00 room reservation, king r... || pleased choice bit nervous having booked hotel sight unseen reading reviews chose chancellor not dis..."
Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,1.0,4.5,0,No,,Nature,Yes,0.04,Morning,1.0,Short,0,Free,0.8071,8,"good value light strength canadian dollar shopping rates able stay 100 dollars night inculding order... || great hotel location worried booking hotel reading reviews did upgrade executive room result, know r..."
Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,1.5,4.4,250,No,,Nature,Yes,0.015,Morning,1.5,Short,250,Low,0.9644,5,"beautiful hotel excellent staff roomsspacious nicely decorated room modern pleasing interior, comfor... || great hotel great location stayed hotel night berlin excellent location close train stations direct ..."
Western,Daman and Diu,Diu,Naida Caves,Cave,1.0,4.5,0,No,,Nature,Yes,0.6,Afternoon,1.0,Short,0,Free,0.9113,8,"good bad beach okay okay read reviews, run gamut, believe, good beach beautiful staff friendly horse... || nice nice hotel, rooms not big cute, sister wonderful view bay bridge, service good, food americano ..."
Western,Daman and Diu,Diu,Diu Fort,Fort,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,1.5,Short,0,Free,0.9716,9,"nice n't stayed days thanksgiving 2002. new orleans price great pay advance ambushed additional rip-... || great location excellent location lots happening darling harbour lots bars restaurants, monorail rig..."
Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,1.0,Short,0,Free,0.9919,3,"good people great stay, trip new orleans rendezvoused newlywed couple friends, wanted stay stayed re... || friendly hotel great location husband married florence september 2005. traveling 5 members family ch..."
Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,1.0,Short,0,Free,0.9654,3,"best service travel frequently places world stayed prestigious hotels.but 6 day stay hotel ultimate ... || good airport choice stayed twice ovenite layovers frankfurt directions vacation, hotel lovely, excel..."
Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,1.5,4.7,0,Yes,,Religious,Yes,0.2,All,1.5,Short,0,Free,0.9702,5,"perfect nyc hotel library hotel amazing, 20 hour flight australia hotel staff helpful getting settle... || time favorite vacations, just got 5 day trip incredible resort, money place, grounds paradise archit..."
Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,2.5,4.3,30,Yes,,Wildlife,Yes,0.5,All,2.5,Short,30,Low,0.974,5,"great location just completed 1 week stay outrigger waikiki beach great time, staff helpful friendly... || excellent value stay booked hotel 3 nights florence mother bit anxious despite reviews read, pleased..."
Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,1.0,4.7,0,Yes,,Religious,Yes,0.25,All,1.0,Short,0,Free,0.9832,8,"nice value hotel good location walking cable cars wharf pier 33 alcatraz tours, wanted reached car e... || absolutely notch wat lucky stay wedding night glad say perfection, got opera view room allowed check..."
Eastern,Bihar,Patna,Budhha Smriti Park,Park,1.0,4.4,10,Yes,,Cultural,Yes,0.31,All,1.0,Short,10,Low,0.9393,4,"excellent value sacrificing checked hotel reviews mexico city sites felt not ignore enthusiam modest... || ca n't wait return, boyfriend stayed hampton inn nights late march/early april say bit hesitatnt arr..."
Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,3.0,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,3.0,Short,1100,High,0.8878,4,"loved benjamin family stayed benjamin nights, thought terrific, suites nicely accomodated adults kid... || read good reviews great expectations hotel reviewers sites raved, experience not good, knew no air c..."
Northern,Haryana,Gurugram,Ambience Mall,Mall,2.0,4.6,0,Yes,,Shopping,Yes,1.2,Afternoon,2.0,Short,0,Free,0.9746,5,"going san francisco you__Ç_éÈe going san francisco__Ç br/ days wouldn__Ç_é_ wear flowers hair instea... || sheraton place stay, stayed hotel gf easter long weekend, central location downtown decided, booking..."
Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,2.0,4.7,0,Yes,,Entertainment,Yes,0.71,Afternoon,2.0,Short,0,Free,0.9739,4,"comfortable clean quiet fair distance main attractions 10 minute walk nearest metro station 10 minut... || not stay husband stayed hotels barcelona 2005 extremely disappointed royal hotel, listed four-star h..."
Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,1.0,Short,0,Free,0.9756,3,"future hotels compared absolutely best hotel stayed doubt, arrived peninsula late evening 30 hour tr... || location good thing got going hotel great location berlin sure single review rave location, really b..."
Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,1.5,4.8,0,No,,Religious,No,2.0,All,1.5,Short,0,Free,0.9131,7,"good location family stayed hotel 1 night singapore, hotel located walking distance cityhall mrt bug... || loved parc stayed waikiki parc 5/26-5/30 memorial day weekend, little worried n't great experience, ..."
Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2.0,4.6,0,Yes,,Shopping,Yes,1.5,All,2.0,Short,0,Free,0.6224,6,"best hotel stayed paris cracking hotel no hesitation going back.value moneywe spent week hotel 2-9 j... || hate sterling hotel dallas pictures website deceiving, hotel dirty beds old cave middle, cater truck..."
Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,2.0,4.2,0,Yes,,Shopping,Yes,0.45,All,2.0,Short,0,Free,0.9747,6,"fantastic boutique hotel near montparnasse wow, husband couple traveled stayed 4 nights fantastic bo... || great place bad food wonderful bavaro princess food, hotel nice clean beach beautiful, staff friendl..."
Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,4.0,4.5,890,Yes,,Entertainment,Yes,0.95,All,4.0,Short,890,High,0.9788,7,"best place stay amsterdam, time husband visited amsterdam did not stay dylan did eat dinner beautifu... || punta cana 4 young single gals nyc girlfriends stayed ocean blue 2/3 2/10, overall wonderful experie..."
Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,3.0,Short,50,Low,0.9581,6,"great place, booked coventry 3 nights recommendation california welcome centre pier 39 rang sorted, ... || great stay gran hotel havana just 4 days gran hotel havana wife 1 sons 10 16, adjoining rooms 3rd fl..."
Southern,Karnataka,Bengaluru,Orion Mall,Mall,2.0,4.5,0,Yes,,Shopping,Yes,1.8,All,2.0,Short,0,Free,0.9142,10,"coral princess respite returning reality staying cruise restful bridge returning home, disembarked s... || wonderful little hotel place stay visiting amsterdam, visited 2x time treat, not consider staying,  ..."
Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2.0,4.5,0,Yes,,Shopping,Yes,1.2,All,2.0,Short,0,Free,0.9241,9,"good deal marriott honolulu disappointing cruise new ncl flagship pride hawaii took day lay oahu sta... || exec level average airport hotel used city break boston 4 nights, booked exec level room 10th floor ..."
Northern,Delhi,New Delhi,Jama Masjid,Mosque,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,1.0,Short,0,Free,0.6553,10,"nasty n't waste time money site late, pay did not stay, room scary, reservation lost 10 minutes wait... || wonderful boutique hotel pleasue staying chancellor hotel 2 days macworld conference year, time stay..."
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,1.5,4.7,0,Yes,,Religious,No,0.1,All,1.5,Short,0,Free,0.9166,8,"excellent choice great experience little boutique gem right corner w fairmount 100 bucks night, room... || loved, hotel good balance price quality, actually pretty cheap, rooms staff breakfast highly profess..."
Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,2.0,Short,1500,High,0.8754,8,"not going hotel rated 4* real stretch, pro beach great clean lot positioning chairs early morning to... || reviews n't lie, chilled elegant boutique style exudes class proves trip advisor having read reviews..."
Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2.0,4.6,0,Yes,,Shopping,Yes,0.35,All,2.0,Short,0,Free,0.7879,10,"loved minute, spent 1 week riu taino, no complaints, wonderful trip, recommend place, friendly peopl... || nice job marriott, overall terrific stay, cabana room 6th floor, fantastic views, avoid lower floors..."
Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,3.0,4.6,0,Yes,,Shopping,Yes,1.9,All,3.0,Short,0,Free,0.42,7,"place disgrace disgrace, great website old moldy mildrewing property.it looks budget hotel singles s... || fab stayed westin sydney 1 week new year fab, room perfect spacious spotless location great staff wi..."
Northern,Delhi,New Delhi,Rail Museum,Museum,2.0,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,2.0,Short,50,Low,0.7212,8,"pleasant time nice hotel, husband daughter stayed birthday weekend, rooms good size nicely decorated... || great hotel come stayed melia 4 days experienced best vacation, people nice friendly lot activities ..."
North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,2.0,4.6,0,No,,Nature,Yes,0.06,Morning,2.0,Short,0,Free,0.9854,7,"satisfactory recently returned mini break amsterdam, booked family room double single beds ryanair h... || excellent hotel hotel impressive building glass elevator great views city commercial/corporate zone ..."
Western,Gujarat,Gandhinagar,Akshardham,Temple,3.0,4.6,0,Yes,Monday,Religious,No,0.18,All,3.0,Short,0,Free,0.445,6,"fantastic value money just come 3 night stay hotel estheria a'dam, 4 star hotel located 2 minutes wa... || bad experience waited 35 minutes picked shuttle van, internet did not work, wakeup requested check n..."
Central,Uttar Pradesh,Agra,Agra Fort,Fort,2.0,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,2.0,Short,40,Low,0.5332,5,"pay come instead running hotel ground lets honest cheap, pay cheap cheap.a group stayed hotel 2 nigh... || awesome time just returned 1 week resort, great place relaxation, super beach lots lounge chairs gre..."
Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,2.0,Short,10,Low,0.9662,3,"not perfect good value place beach lovers, april 13 20. chose said casinos punta cana carabela did n... || lovely hotel great location stayed vacation touring asia, thought raffles plaza just looking, decora..."
Northern,Rajasthan,Jaipur,City Palace,Palace,2.0,4.4,200,Yes,,Historical,Yes,0.51,Morning,2.0,Short,200,Low,0.8786,7,"wonderful stay casablanca booked nights march quickie mid-week spring break getaway kids, ca n't say... || desperate stay not good beds terrible springs shot loud main intersection plus courtyard gets loud c..."
Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,2.0,4.5,200,Yes,,Historical,Yes,0.63,All,2.0,Short,200,Low,0.916,3,"great room convenient location stayed novotel gare montparnasse christmas, loctaion wise hotel conve... || perfectly located stayed hosteria grau 5 times 1999. staying initially student returned subsequent v..."
